reviewId;review
88543;I found epinions shortly after I booked a trip on America West airlines. Too bad I didn't find epinions slightly earlier, because the general negative view of the airline mirrored my experience. I have flown five flight segments over the last 3 years, and either 3 or 4 have had significant delays. One was due to lack of gate space, one due to overbooking (earlier flight cancellation), and one due to a drip in the first class cabin. (I can't recall details on the 4th possible delay). I just read an article indicating America West keeps about 2/3 of their flights on time, significantly lower than other major airlines. This is without having a hub out of any of the really bad airports. Phoenix, Las Vegas, and Columbus don't strike me as high traffic hubs. Amenities and ambiance are lacking here too. My airplane diet was peanuts and soda. They also have the gall to charge $5 to rent headphones to listen to in-flight music or to watch the movie. I'd say have fun like Tom Servo and Crow from MST3K and fill in your own lines to the movies. Employee service was generally fine. I'm sure this was aided by being very cool, calm, and collected on my part. Besides, I don't think the employees I dealt with had anything to do with my problems. Finally, there are two good ways to get low fares on this airline. The web site offers some very good fares, like my $200 round trip from New York to Las Vegas. Second, if you build in enough travel flexibility and get flights like I did, you can take voluntary bumping and get your current flight for free, or get a flight voucher. Of course, the free flight may have the same quality issues discussed previously. I hope my wife understands when she flies this free flight that she may run into some delays.
88865;"After moving to Phoenix about seven years ago I have used America West Airlines (AWA) almost exclusively. Initially, I flew AWA because from the Phoenix market, they're about the only airline who can get you where you need to go non-stop. My first experiences with them back in the late 1990s were not good. There were a lot of delays and surly agents. However, things have markedly improved over the past five years. I use AWA because their prices are almost always the lowest. Their website is user-friendly and easy to navigate, and although I occasionally have some technical difficulties, those seem to be much less frequent. You can check-in and print your boarding pass online. Their inflight meals are palatable and fairly inexpensive. AWA also has a very good frequent flyer program with a lot of partners. And the partners are companies you would actually use on a regular basis (like newspaper subscriptions and restaurant dining). If you fly only occasionally but use some of the partnering services, you can earn tickets very quickly. If you're flexible and plan early, you can usually get a round-trip ticket for only 25,000 miles. The only things I really don't like about AWA are the change fees if you can't use a ticket ($100/ticket, even if the passenger can't fly because of a medical emergency) and the fact that the check-in lines aren't always running smoothly. If you do have a boarding pass from the Web, at some locations (their Phoenix hub included) you still have to wait in a line, and it's the same line that people with travel ""problems"" wait in. Their automatic check in works fairly smoothly. Even those things that I think could be improved on are equivalent to the service you get from other airlines. Six years ago I would have given AWA one star. Today I can give them four. If you haven't flown AWA for awhile, give it another chance. You may be surprised at how they have turned things around!"
89187;It may be unavoidable to transfer flights in Phoenix, since this is the America West main hub, however, PLEASE try. I have used this airline 4 times now, and every time I stopped in Phoenix my flight was either delayed or cancelled.Two flights were delayed once the plane had left the gate and stood on the runway. We were stuck for over 2 hours on the runway on a flight that was to go from Phoenix to Baltimore...long enough as it is.And I happened to be travelling alone with my 18-month-old daughter.To make matters worse, she needed a diaper change,and the flight attendant refused to let me get up to change her. She told me the passengers were not allowed to get out of their seats (i.e. be unbuckled) once the plane left the gate! I was not happy. Our plane was the last in a line of about 10 planes waiting for take-off. We weren't leaving anytime soon.I also have been bumped from several flights in one trip. Yes, I was compensated, but I didn't appreciate having every flight I was on to be overbooked. The unfortunate part is that America West frequently has the cheapest flights when traveling from the East Coast. I would not recommend this airline. One step above Southwest.
91225;"Well we have all heard on the news in the last few weeks how America West has lost some kids on flights and not told their parents etc where they shipped them off to. Well those turned out ok, the kids finally got to their destinations as did I but it was not easy. Last week I had a planned trip to meet a friend in Las Vegas for a 4 day trip. Airfare was super cheap at $60 round trip for me. I guess I got what I paid for. I get to my airport 1 hour and 15 minutes before my flight and see that everything is one time so I go have a seat in the terminal. About 20 minutes later I pass by the monitors again and see that it is 40 minutes late now. I figure no big deal and I go get a cup of coffee. On my way back to the gate I look again and it is at a hour late. By the time I get to the gate the desk workers said ""well it is delayed a hour but it really could be more like TWO hours"". Once I am in the air it only takes me ONE hour to get to Vegas! This was getting ridiculous really fast. So then I get in line with the rest of the people wondering what their next move was. AW sends me to another terminal to get on standby with SouthWest Airlines next flight out. I run from one terminal to the other because I have 20 minutes to get there and it is a bit of a jog away. I get there and sure enough they could not get me on the plane. I then wait for the next SW flight about 45 minutes later and they squeeze me on there. This is something funny. I knew my friend would be in the Vegas airport at noon waiting for me so I asked the people at the AW desk if I could have them page her to tell her I was going ot be in a different flight. They said no and handed me a ""courtesy"" 5 minute calling card and told me to call her directly. Now how am I supposed to call anyone directly when they are sitting in a airport terminal? By the end of my little adventure I was 3 1/2 hours late to Vegas. The window seat I had paid extra for was long gone and I got stuck in aisle seat on a different airline. I am not a good flier and a bit clausterphobic so I pay extra for window seats."
95087;"We recently took a vacation, the whole little familia, all five of us. Our flying time was short (only 2 hrs. 25 min.) and over course we had the obligatory lay over in PHX. Our trip to our destination went off almost hitchless, there was one small glitch which resulted in getting in one hour late, but if that was the worst that was fine. The return trip was a whole different story ! Our flight was scheduled to leave at 9:45 AM, we arrived at the airport at 8:15 (Plenty of time) We stood in a LONG line outside to check in with the sky cap only to hear an announcement stating that our flight had been cancelled !! Cancelled !!! Not delayed, just plain cancelled ! They then instructed us to go get in line inside to be rebooked. Inside was chaos !! We waited in that line for TWO hours !! The ticketing agents at the counter completely lost control of the crowd. People would walk up to the counter and they would take them instead of sending them back to the line. They would call out certain flight numbers and get those passengers checked in, mean while our whole flight full waited, and waited, then waited some more. When my family finally reached the front of the line, I saw a ticket agent become available and went to her counter only to be told that she hadn't called me to her !!! Pardon me Miss Manners ! Then a whole slew of ticket agents went on break while the line was still huge...that I do not understand !! Eventually we were helped by a very nice man named Sam that did his best to help us rebook and leave on a timely manner.....thank you Sam ! There was another glitch. Three of us were checked through to our final destination, two of us had to check in and get boarding passes in PHX. When I went to do that it was then that I realized Sam had kept the wrong part of my ticket. I had the part that said LAX to PHX, and I needed to have PHX to DEN. I didn't think it was a huge deal, I figured they could look it up. The agent at the counter was rude and kept saying just step over and look through all your things. I kept telling her that I could look through my things the rest of the day and not find another ticket, that was it, all I had !! She then gave me this analogy: She said ""Just like going to a ballpark, you need a ticket to get it"" I UNDERSTAND that, what I'm telling you is *I* don't have it, it's back in LA, and that is my fault how?! She finally relented and gave us boarding passes but she was not happy in doing so. It was then we found out that we all had different seating assignments. This was fine except I have a four year old. One of us needed to be seated by him. When I pointed this out to the same ticket agent she lectured me about getting seating assignments when I make the reservation. I calmly explained to her that *I* had done that, I held up my end of the bargain, it was the airline that messed that all up with the original cancellation !! She wouldn't relent and said if he had to sit by himself then so be it !! Ridiculous !! We finally did arrive home, approximately 5 hrs. later than originally planned. I don't even blame the airline for the cancellation, what I do hold them accountable for is the demeanor of their employees. I understand that it was stressful, but we travellers were also stressed and we were expected to behave in an orderly fashion, and behave with manners. All in all the airline itself was ok. Not outstanding, but certainly not the worst either. Their customer service on the other hand was way at the bottom of the scale. In the future even if I do find a low fare on America West (as I did this trip), I'd have to think twice, or maybe three times before purchasing a ticket through them."
100622;Wow. that pretty much sums up what i have to say for america west airlines. This airline makes flying fun. i have been using america west for just a few months now but i can tell you right now that this is definately one of the best airlines i have ever traveled upon. my trip was comfortable, the food was quite tasty, the service was nothing short of excellent and the seats were COMFORTABLE! i fell asleep before the plane even took off the last time i traveled with america west. i think that it is pretty easy to see that i highly recommend america west! enjoy. If you think i write a halfway decent reveiw and you agree with my opinions on products dont be afraid to give me an email at Prizice24@aol.com and also dont be afraid to check out my account and look at some of my other opinions.
110501;"I have flown American West several times, and not always by choice. A couple of times I was booked on to them through my employer and a couple of times I thought I was buying a ticket through another airline at a great price, only to discover it was a ""partner"" of America West. I have NEVER had a pleasant experience aboard this airline. The crews are consistently rude from city to city. They pay no special attention the weary traveler or the special needs traveler. The constant delays were shocking. There is no smile, no sincerity. Their employees consistently seem unhappy. The worst, however, was during a business trip. My bag with all clothing was lost. I had a business conference the next morning, including a presentation to more than a hundred people and all I had were the sweater and jeans I was wearing. The gave me the most RIDICULOUS little ""overnight"" kit with a toothbrush and some soap in it. The woman handling the 6 or 7 of us who had lost baggage was exceptionally rude and uncaring. I asked how the airline intended to accommodate me as I needed to have SOMETHING to wear the next day and she told me that they would do nothing for me until the next business day if my bags were still lost. Flights are often late. Seats were average, a little on the small side but not too horrible. Food? What food? My bag was delivered to my hotel in the wee hours of the morning. It was ripped and filthy, but at least the hotel had a facility to press my suit before my meeting. Thank goodness for the hotel, as they had to compensate for the total disregard for courtesy of America West. I will never fly America West again. I have actually canceled a trip at the airport when I discovered I was code sharing with a partner of America West. I am always looking for a bargain, but will not give them my business again."
111763;"Sometimes you try something new, sometimes you pay the price. Normally, I take American out of Long Beach when I visit my folks in Oklahoma City. Long Beach Airport is small (the terminals are not much more than trailers and you have to walk outside to board), and Will Rogers Airport in Oklahoma City is not much bigger, so choices are limited. But, planning for this past Christmas, after American's web site kicked me off just as I was ready to select a flight, I saw that America West was an option and checked it out. The web site, like Southwest's and Jet Blue's and unlike American's, lets you scroll back and forth to compare fares on adjacent days. The flight I selected was about fifty dollars cheaper than the American flight I initially tried to buy. From there, it went downhill. After rushing into the airplane because of the long security checkpoint line, I sat in the airplane for two hours on the strip as the pilot waited for the fog to lift. (I guess we were lucky - one of the planes in front of us had to taxi back to the terminal for more fuel) I don't hold America West or the pilot responsible for the fog - that's just bad luck. And the flight itself was OK. The plane seemed in good condition and clean, and the flight attendants were not particularly cheerful but seemed courteous and professional. The only complaint that I and everyone else who bumped their head on the overhead compartment and had trouble turning around in the bathroom was that the plane was really small. Things got bad in Phoenix. Upon landing the flight attendant announced that our connection information would be available at the gate. So the contents of this flight disembark and mill around the desk until the woman at the counter starts yelling out names. When she eventually stops, there's a smaller crowd milling around, which she directs to customer service across the way. Where's customer service? ""Over there!"" she yells and points impatiently as we remainders wander into traffic. I forgo lunch thinking I'd better not risk missing my connecting flight or its replacement. Two hours later, after moving five feet forward in the customer service line, I realize that was a mistake. Finally, I make it up to one of the two attendants handling this line (it started with five and seems to have dwindled - maybe they too my lunch idea), and I'm informed that I've been rescheduled for the same connecting flight, but tomorrow. ""Are you going to pay for a hotel?"" ""No - it was a weather delay, which is not our responsibility, but here's a number you can call for a discount on a hotel stay."" The attendant also put me on standby for a later flight that day, and took it manfully when I asked ""Is there any reason that I couldn't have received this information at the gate instead of waiting for two hours?"" ""Sir, you're right, they could have looked it up then."" Fortunately, I had the rest of the day in the airport to simmer down and notice that while I'd been waiting in line for two hours, there were plenty of other customer service reps at other stations just sitting around. I also checked Southwest, where the much perkier and helpful agent told me they had plenty of seats available on their next flight and allowed me to get a ticket on hold without purchase just in case I needed it. Alas, an America West agent informed me they don't have an arrangement with Southwest. I did make the standby flight - as in a really bad game show, I was the last one selected among the group of us standby contestants. In a bid for good karma, I volunteered to give up my place to the couple carrying a little dog. since there were actually two seats left on the plane, but I think the attendant/game-show-host got confused by the math. I heard there were a couple of other standby's who didn't even show up and planned to hang out in the airport bar overnight (guess that hotel discount wasn't compelling). So I went on the plane and was treated to the entertainment of a couple ignoring the flight attendant's instruction to turn off their cell phones and subsequently being led off by TSA personnel and sternly lectured at Will Rogers Airport. I thought myself lucky to arrive at my destination in one day, but wrong again. Checking into Will Rogers for my return flight, the agent typed in my flight info and said ""uh oh"". Apparently, since I'd arrived on a standby flight instead of my confirmed replacement flight, America West had assumed I didn't arrive and thus cancelled my return flight. This makes perfect sense if you realize they overbooked their flights by ten passengers at a time. Complicating this, America West has a gate-sharing agreement with Continental at Will Rogers. So I waited while the Continental agent called America West and was put on hold much like I would have been. After maybe twenty minutes I got on a standby flight again, only this time I lost the game and waited three hours while the gate attendants processed everyone who didn't make it. Now, Continental used to be my least favorite airline, but at this time I felt some sympathy while they tried to clean up someone else's problem. They managed to find an American flight for me (some irony there) going to John Wayne Airport in Orange County, necessitating a taxi ride or Super Shuttle to pick up my car in Long Beach. Adding insult to injury, the American agent who processed my ticket the next day decided by whatever mysterious criteria they use to stamp SSSS on my boarding pass, so I was given the bonus frisking experience my second consecutive day passing through the same security checkpoint. Since weather couldn't be blamed on this last one day delay, and perhaps since I wasn't dealing with America West personnel, I came away with vouchers for one day's worth of hotel and meals - if you stay at cheap hotels and don't eat much. Sixty dollars for a hotel and twenty for meals (five for breakfast, five for lunch and ten for dinner). I blew the meal money on six bottled drinks at the airport. Also, one three hundred dollar voucher for another America West flight. Now, besides why would I ever want to fly on that airline again, this begs the question - was overbooking my $350 flight really worth it to America West? What kind of business model is that?"
128001;I've flown the Detroit - Phoenix - San Jose connection a couple of times in the last year and a half. Generally speaking fares from Detroit are high, and it's often the case that America West will come in with a fare several hundred dollars less than the competition. Being frugal, I usually go for it, even though the travel south through Phoenix is a bit out of the way. The experience in the air is very much like being on a nice bus, it gets you there, it's not exceptionally roomy, really not much to say other than it seems to be acceptable for utilitarian air travel. The experience on the ground in Phoenix making connections is quite reasonable, the airport is well laid out and roomy enough not to make the trek from gate to gate an ordeal. It does not, however, have enough power outlets to guarantee a space to plug in a laptop wherever you sit down. Not a luxury experience, but I can count on getting there and back without having to make a mad dash through a weird airport. thanks Ed
133513;"America West offers lower prices for direct flights from coast to coast but the flights can be unreliable. You can save a lot of money but be prepared for delayed and cancelled flights. Do not take America West if you need to get to your destination by a certain time for an important appointment. I just flew back from San Francisco on a flight originally booked with America West and am disappointed with how they treated their passengers. Me and a plane-load of people were ready to head from San Francisco to Baltimore at 3pm on Saturday afternoon. When we arrived at the airport we were told that the 3pm flight was &quot;delayed&quot;, and given no other information. We were forced to stay at the airport the whole day awaiting news about the flight. Five hours later (8pm) we were told we were being booked on a 9:30pm US Air flight. We could have been told this earlier and had the day to enjoy instead of waiting around the airport hoping for some news. This I blame America West for completely. We never did get an explanation on why the flight was cancelled. Of course the next morning Baltimore was fogged in so we circled for almost two hours before we were diverted to Philadelphia and waited around for another two hours before US Air decided to ship us down to Baltimore on Amtrak. I was glad not to have to fly again. I know that the weather conditions were not America West's fault, but since we were originally bumped we had no leverage with US Air and US Air was doing us a &quot;favor&quot; by paying for our train fares. The total trip took 20 hours while it normally takes less than 5. Be careful of America West's good fares. This is my first time flying with them and I will probably not fly with them again. I heard warnings before and should have listened to them."
145058;Avoid flying with America West if you can! I have had the displeasure of flying with them once, and have had several friends, relatives, and colleagues fly with them. Not a one good experience have they had!! Most of their problems stem from cancelled, delayed, or late flights. Their people are also rather rude. There is nothing worse than having to fly somewhere in the morning, sit in meetings all day, then look forward to getting back home only to get to the airport and find your flight has been CANCELLED! I know somebody who took one of their flights, and shortly after take off one of the engines went out and they had to land again. That really stinks! I have found Southwest Airlines to be much more dependable. I would take them over America Worst, even if I have to give my Corporate Travel department a few extra bucks to get that flight.
157964;I am writing to express my extreme gratification at the professional, beyond the call of duty, efforts of their employee Yvonne M. The initial story: On the morning of June 16th, coming home from a conference in Portland, I missed my flight. I was late, it was my fault, and quite frankly (since I am a poor graduate student with little chance to fly and therefore didn&#146t know their policies and procedures) I was quite concerned about how, exactly, I was going to get home. However, their front end folks, the people at the boarding terminal desk, reassured me that they would find me a flight home to my wife and kids. Super. I bought a book to read and proceeded to wait. And wait. And wait. Each flight came and went, packed full. I even wondered - how could the airlines be losing money with every flight jam-packed solid? The continuing story: I had called my wife to let her know I was going to be late. However, by mid afternoon, after seeing almost a dozen planes come and go, I was beginning to get quite worried. We had our summer vacation planned, leaving to catch a train that Saturday, going across the country from Michigan to Arizona and a rental camper return, almost three weeks roundtrip, and there was every indication that I might not get home in time. They were very understanding and kept checking for open seats, but the flights were completely full for the rest of the day and into the next (that Friday). The happy conclusion: Without my knowing it (most likely because she didn&#146t want to get my hopes up) Yvonne spent a considerable amount of time hunting flights, even other airlines, and finally found me a direct flight home, from Seattle, on another airline, the last seat available! As I started looking into renting a car to drive from Portland to Seattle, (she was furiously typing away at her computer at this point), she looked up with glee, she was able to find me a shuttle flight up to the Seattle airport, also one of the last seats. I strongly imagine that this set of flights cost more than my original flight home, but Yvonne and America West took care of me, and didn&#146t even ask me to compensate for the difference in costs. This is Customer Care at its best. I cannot begin to express how happy I was to get home that Friday morning just as my wife was going off to work and my children were going off to school. We were able to have our planned summer vacation! Just today I had to book a flight to a conference in California, and as you could imagine, I went with America West.
161932;"We flew direct flight from Milwaukee, WI to Las Vegas, NV. We did this in Jan 00 and Nov 99. We flew America West for 2, no 3 reasons. The first reason was, of course, the direct flight (to Vegas). The second was cost--they were much cheaper than other flights if you took the red-eye flight, which left Milwaukee anywhere from 5pm-8pm. In January, we flew America West because the #1 &amp; #2, but also in the prior Nov, Thanksgiving week, we gave up our seats and took the $300 certificate for this January ticket. This year I have made 2 other airfare flights, (one didn't have America West flights) but comparing costs for America West red-eye, where we'd pay an extra night hotel than arriving in the morning, was nowhere near the cost of a connecting flight of another airline. If America West wants to fill their red-eye flights, it should be a GOOD discount. So, though I've flown America West for 3 round trip flights in the last 2 1/2 years, 2 to Vegas and 1 to San Diego, I will have to see a greater discount before I take a red-eye flight. Still, I have not had any trouble with America West that I haven't had with other airlines, i.e. late or cancelled flights. My recommendations: good deal for red-eye, direct flights IF the price is lower than other airlines."
164729;Last month I traveled to Phoenix for a long weekend. It provided me the opportunity to escape the unusually wet weather we were having in California as well as allow me to catch the final days of baseball&#146s Spring Training. I have a friend who lives in Phoenix, so my lodging was covered. The only thing I needed to do was to book a flight. My friend swore by Southwest Airlines and said he routinely flies roundtrip from Phoenix to the Bay Area for under $200. So that was the price I was shooting for. However, I couldn&#146t put together a ticket package anywhere near that price, either through my AAA travel agent or directly on the Southwest website. My friend seemed surprised, but considering I was making a reservation less than three weeks from my travel date, and at the heart of Spring Break, I wasn&#146t particularly surprised. So, I went online to Expedia.com and searched for the best priced direct flight within my travel parameters. It came up with America West at $255 roundtrip. I sighed and made the reservation. Score 1 star for having the lowest-priced roundtrip flight. When I booked the flight, I was slightly confused because my Expedia receipt and itinerary listed both America West and US Airways, but with separate flight numbers. I&#146m a little behind the times on these things, so I did some research on America West&#146s website and discovered that the two airlines merged in May 2005. A quote on the site says America West and US Airways are &#147joining together to create the world&#146s largest low-fare airline.&#148 It goes on to claim that the merger makes them the fifth largest domestic airline. Even with that information tucked away in my noggin, when I arrived at the Oakland International Airport (my origin), I was puzzled to see employees in US Airways uniforms working the America West check-in counter. Possibly because there wasn&#146t a line, one employee was stationed at the computer screen in front of the counter that issues boarding passes. I played dumb (I&#146ve been told I&#146m a natural) and let her walk me through the procedure of entering my name, flight number, and a credit card (for identity verification purposes only) in order to get my paper boarding pass. Score 1 star for friendly customer service. I have read where US Airways has a reputation of losing luggage at a higher rate than the average airline. Indeed, on their web page there is a link to a recent press release stating just that. However, I cannot comment on that as I brought just one carry-on piece with me. I try to travel as light as possible, and for the four-night weekend I had planned, all of my stuff fit neatly inside a regular-sized backpack. After I made my way to the boarding gate, it wasn&#146t long before an announcement was made that this Friday afternoon flight was overbooked. The attendants (still all US Airways staff) took turns pitching free round-trip flights to anywhere within the continental US, cash back (my ears heard $100, though they may have upped the ante later), and a one-night stay in beautiful, downtown Oakland to any passengers willing to give up their seats for a later flight. A few people jumped at the chance, including one woman who was looking to trade in her ticket for a flight to Tucson. After the trading and haggling was over, we ready to board the plane. The plane waiting for us was an American West Airbus A319, apparently the American West portion of the merger. The attendant announced the sections not in seats, but in zones, so there was a little confusion among us simple folk in the crowd until we figured out that the zone number was printed on our boarding passes. Once inside the plane, I noticed a small pillow was placed on each seat, but not a blanket could be found. I liked the legroom that my seat offered&#151it seemed to be a bit more generous than in other planes. As I mentioned, the plane had been overbooked, so the flight was full. For a number of people, that meant that room was limited for their carry-on luggage. I was able to fit my backpack under the seat in front of me, so I didn&#146t have to worry. But others were getting frustrated at the lack of space and some had to have their luggage tagged and placed in the hold. Deduct 1 star for passenger frustration Even after the luggage situation was resolved, we weren&#146t ready to fly. It seems that the woman who wanted to go to Tucson somehow was on our flight. She explained to one of the flight attendants that she had given up her seat, only to be called back into it. The attendant, a young woman, was rather abrupt, saying that it was the responsibility of those at the gate, not inside the plane, to take care of passengers&#146 special travel accommodations. That said, the Tucson passenger was whisked off the plane and we were shortly ready for departure. Deduct 1 star for observed rudeness The travel time from Oakland to Phoenix was originally to be two hours. However, with the delays we got off the ground 30 minutes late. So, it was a surprising relief when the pilot announced that he would be able to get us into Phoenix within 90 minutes of take off. He kept his word, too, for we landed in Phoenix ahead of time. Score 1 star for a quick flight The flight itself went smoothly. All passengers were offered a choice of drink, with a refill, and a packet of honey roasted peanuts. I took a quick nap and when I awoke we were about make our descent. Score 1 star for in-flight service My return flight, on a Tuesday morning, started out much smoother than my departure. From my friend&#146s computer, I printed my boarding pass the night before using my confirmation code (a six letter security code given out with my receipt). The flight was not full, so there was nobody scurrying around or waiting with baited breath to see if they would make it onto the plane. Again, we boarded an America West plane, this time a Boeing 737. Score 1 star for a hassle free flight check-in The weather wasn&#146t as nice (it was actually raining in Phoenix the day I left), so the flight was much rougher than coming down. Because of that, we landed in Oakland about 20 minutes behind schedule as the plane circled around the area until the wind died down. According to the pilot, it was illegal to attempt to land a craft our size with wind gusts above 40 mph. The service on the return flight was similar to my outbound flight. Small pillows were waiting on each seat, but no blanket. Every passenger was offered a packet of peanuts and a drink, but perhaps due to the turbulence the flight attendants did not pass through a second time offering refills. No stars added or subtracted for return flight So, in sum I give America West, US Airways, or whatever they want to call themselves, positive points for having a low fare, an on-time flight, and a good personal interaction with their customer service. My overall experience was a satisfactory one. I wasn&#146t wowed by their overall service, especially with the way they handled a crowded plane, but they did nothing to dissuade me from flying with them again.
171413;I have heard nothing by horror stories about America West. Imagine my chagrin when I was transferred from a Northwest flight to America West due to a snowstorm and delayed flights. What could I do? I just had to suck it up and get on the plane. Wow. I was so impressed. Because I had been transferred between airlines, my vegetarian meal was no longer available. The flight attendant found me a meal anyway. She then checked on me later to see if it was satisfactory. She let me switch seats (not uncommon on most airlines but part of a pattern of helpfulness on her part) so I could sit next to a window. She identified who throughout the cabin needed special assistance by pure observation and then worked especially hard to make sure their trip was comfortable. I have never seen such incredible service on an American airline. It was the type of service I expect in Business class on Thai airlines, not in coach on an American airline. My head is still reeling from the shock. The rest of the flight was good, too. Although we left about 30 minutes late (snowstorms, remember?), we arrived 30 minutes early. I'm still confused about that. Impressed but confused. The seats were comfortable. Comfortable seats in coach? That's as close to impossible as I've ever seen. The movie screens were well placed throughout the cabin. The captain was informative and helpful in his announcements. The food was good. How is that so? It was airline food and it was good. My confusion continues. In fact, my only complaint was the cost of renting headphones for the movie. Five dollars is a bit excessive. I can rent the movie and watch it on a big screen at home with popcorn and a comfy couch for less than that. Overall, I have to say that this was the best flight I've had on an American airline in years. Perhaps I'll find once I've travelled on America West more that it was an anomaly but I've found that generally, airlines tend to be relatively the same with all their flights. If so, I have found a new airline with whom to fly.
172173;"Am I crazy or just a bit odd? I found turbulence to be one of the coolest experiences in my young life. My non-stop flight from Ohio to Las Vegas was filled with it. I started to freak out at first, of course, but I realized that I could either freak or enjoy the ride. I decided to do the later, and really enjoyed my trip. Until a couple of weeks ago, I hadn't set foot on an airplane for over 15 years. I was a bit timid about getting on a plane again, especially with all those horror stories and the Concorde crash that happened a few days before. In that decade and a half, I established a very strong fear of heights, and figured it would get to me. But as I sat there, all I could think about is how they put a whole bunch of people in this big tin can and hurled it through the sky at high speeds, and how absolutely cool the entire concept of that is. The plane that we rode on both ways was an Airbus, a smaller jet liner with 3 seats per row on each side. The seats were spacious and comfortable but didn't lean back very far. While this made it hard to doze off, it did prove a blessing as I still had plenty of leg room despite the person in front of me being fully reclined. They did show in flight movies, a commodity that was almost non-existent the last time I flew. The films were, as would be expected, romancy human spirit type films like Erin Brockovich. They also had some shorts like music videos thrown in. It cost 5 dollars to rent head phones, but you could see the screen for free, so I guess it's a bargain if you lip read. I preferred looking out the window and watching the land change with the different climates and environments, the farms and mountains, the desert winding roads. I saw the different shapes of farm fields due to different types of irrigation, from the rectangular corn fields of my native Ohio to the circular fields of the plains states. I cuddled up with my husband as we pointed Hoover Dam, the south end of the Grand Canyon, cities, cloud formations out to each other. It was amazing. Everyone else on the plane seemed to like the movie just fine. The food was, well, everything you ever heard about airplane food. It was about cafeteria level. I do have additional gripes however, because I'm a vegetarian. (Don't I usually?) When I ordered the tickets, I was a bit worried. The vegetarian meal was listed as &quot;True Vegetarian&quot; which I took to mean vegan. No offense to vegans, but I fear anything that an airline would concoct that would be vegan. I chose &quot;True Vegetarian&quot;, but made a pact with my lactose intolerant husband that we'd just divvy up what we could eat between us. Well, we were served breakfast on the flight out. The regular meal was cereal with milk and these nasty egg and cheese rolls. That was okay with me, and I told my husband to take the vegetarian meal, still figuring it would be vegan. No, it wasn't vegan. It was french toast and sausage. Let's think about this for a moment. I read The Jungle at a pretty young age. I've smelled scents coming out of the Kahn's meat packing plant that you don't want to know about. Even before I became a vegetarian, I didn't eat sausage. I'm a very laid back vegetarian, but I will be the first to tell you, loudly, that sausage doesn't count. However, my husband ate it, and even mentioned that although a little over cooked, it was pretty good. On the flight back, the vegetarian meal was closer. It was actually a pretty delicious serving of cheese lasagna which caused me to get envious stares from the other passengers as they tolerantly ate their overcooked cheese burgers. The package of Oreos that came with it, however, was not vegetarian (There's lard in the filling. Check the label.) They gave this to me, despite the fact that the small bars of Toblerone given to the meat eaters are vegetarian. Sigh. There's a reason why I'm telling you this. If you eat meat and are going to fly America West, by all means get the vegetarian meal. The food quality was far superior to that of the regular meals, and it didn't come out of plastic bags. If you are a vegetarian, be prepared for a partial meal. If you are vegan, pack a lunch. The staff was professional but not astounding. Despite the heavy turbulence on the flight out, I was very impressed by the first pilot. He changed routes because of weather and took off and landed seamlessly. I really enjoyed my flights, though I can't tell you how much of it was because of the airline itself as opposed to the shear wonder of flying. Despite the food issues, I was overall impressed with America West. It was a direct flight with some amenities for a good price."
