"138595,""I have to admit that I was a little hesitant buying my daughter this game, because all I've been hearing about for the past year is Pokemon. But there was a sale, and I gave in. After watching her play the first night I knew I had to try it (after she went to bed, of course), and it was fantastic! After learning how all the buttons on the controller work, which didn't take long, I was caught up in trying to get &quot";the&quot;" picture. Over and over I would repeat the first level, trying my hardest to snap a better picture of Pikachu than the picture before. How old am I?! The premise? You are a photographer, charged with taking the best pictures you can of different species of Pokemon. Some are very elusive, which to me made it more of a challenge. However, after going through the last level, I found myself wishing there were more levels. The game just wasn't long enough. I can see how this game would really bore seasoned video game veterans, especially if you're into role playing or shoot-em-ups, but since I don't fall into that category, I found the experience exciting.""";;;;;;;;;;;;
"139261,""In Pokemon Snap for the Nintendo 64, you take pictures of Pokemon. This is a fresh concept for the Pokemon series. Most Pokemon games are the same tired concept of capturing and collecting. In the game, you play as Todd Snap, and your goal is to take pictures of various Pokemon in different settings. A good concept, but it's certainly flawed. You ride on a cart, and take pictures as you go along. You can throw food or pester balls to get Pokemon to look at you, thus getting better shots (sometimes at least). You get bonus points if you get multiple Pokemon in a picture, or if you get them doing special things. There is only 7 levels in this very short game. In the game, there is only 63 Pokemon, which simply isn't enough. There were hundreds of Pokemon when the game came out, so I expected the game to include most or all of them. The game can be completed in a matter of just a few hours. There is also a photo album, where you can save your favorite pictures. The game lacks replay value, as there isn't any bonus things to do after you beat it. The game was a good concept, but should've been longer. It also should've had many more Pokemon. Some mini-games would've helped the game as well. Just a pure photography game doesn't cut it, when the game is easy and short.""";;;;;;;;;;;;;;
"140013,""By now I'm sure all hard-core Pokemon fans have already gotten their hot little hands on this title. But the question lies in is this game just for the Pokemon lover? Will non-Pokemon fans find this game enjoyable and worth their time? I'd say yes. First off, Pokemon Snap isn't your typical &quot";adventure&quot; game. In fact, I've heard this game described, in numerous accounts, as a &quot;non-game&quot;". Pokemon Snap isn't about shooting down your enemies. You don't lose health/life points. If you can't finish your mission, the world won't be over. The point is to take pictures of as many Pokemon characters you can. The better the picture (the quality is dependent upon centering of the Pokemon, distance, gestures, etc.), the more points you accumulate. There's even a little extra where you can bring your game cartridge to a Blockbuster and print out your photos (and pretty high-quality print-outs might I add). Pokemon Snap also stunts beautiful graphics (if you've played it, think Zelda 64-quality) and the original Pokemon voice-overs. Aside from the game being a little on the easy side (the average teen can probably finish this game in a day), I can't really complain much about it. Replay value for this title is relatively high because you'll want to keep going back to take better pictures of your favorite (and maybe not-so favorite) Pokemon.""";;;;;;;;;;
"142378,""&quot";If a tree falls in the woods, and we've already sold the tree, does it have quality&quot;"? - From the pointy haired boss from Scott Adam's comic strip, Dilbert. That is the sort of logic that the plot of this game is based around. i.e., none. The object of the game is, when you're traveling through a scenario, to take pictures of pokemon as well as you can. At the end of the scenario, you get to pick your best picture of each type of pokemon you took, and it is graded on several different areas, such as centered, what action the pokemon is doing, you get the idea. There are very few courses, like less than 10. This game is incredibly easy to beat, it takes about one afternoon. 	The game is cute, but not really a solid game you would play again and again. Yea, its fun at first, taking little pictures, and you can also take the cartridge to a blockbuster and get some little photo stickers printed out for three bucks. But after you beat the game, it is, well, sorta boring. You can't really do anything but go back to previous courses and try to take better pictures to beat your own record. Yup... sounds like reeeeeal fun. 	 	If you want a really great game, please check out my review on Diddy Kong Racing, now that is a winner! And for your own safety, leave the Pokemon Snap box on the shelf to collect dust.""";;;;;;;;;;;;
"152402,""Nintendo has sunk to a new low. As if Nintendo hasn't leeched out enough money on Pokemon, we now have this: the newest reason for kids to throw a tantrum in the toy store when their parents don't want to buy another piece of junk with Pikachu's ugly face on it. The game is only wandering around different places to take pictures of badly developed polygonal cgi pokemon. Oh, wow. What an amazing concept. As if you can't do that in a shopping mall. Like Akira Toriyama (character developer of Chrono Trigger) couldn't have thought up this one. Even for a kid's game, this is pretty bad. There's no challenge, it's not educational, it's sole purpose it to suck crisp little green pieces of paper out of the purses of moms across America. Although it is kind of amusing just to look at how bad it is, you can do the same thing with Plan 9 from Outer Space. It's time for the parents of America to take a stand against their whiny hypnotized kids who can't get enough of this Japanese craze. Just say, &quot";No, Junior, I'm not getting this for you. Why don't I spend the $60 it would take to buy you something that isn't a total waste of time and money, like a chess board?&quot;"
153558,I played Pokemon Snap at my job where I work (Toys R Us) for a promo ot see where the game was going to go - and how good it was. I must have sat there for a good hour playing it. The graphics were pretty cool and I enjoyed seeing all of the little pokemon jump out on the screen and smile for the camera. It was hard to catch them though - they ran around all over the place. Maybe that is what makes the game hard. The professor rates the pictures that you give to him and he gives you points - very cool. PROBLEMS - uh oh - a Nintendo game with problems? How can that be? Pokemon is so cute and popular right? Well, here were the problems - sitting there for the hour or more that I played it - I actually caught just about every pokemon. I was getting doubles - and I was running out of boards to go shoot pictures on. I couldn't keep up with the control of the game. It got boring after a while.""";;;;;;;;;;;;
"153868,""Talk about a nerve-racking game!! I love it! If a board game could come to life, it would be Pokmon snap: The same game again and again, yet different because of the pose quality. The first time I played the game, I was so flustered! My vocabulary consisted of: Ohhhhh...WAIT! There, wait! Shoot!! Aggggg!! But once you master the aim, zoom, pester, throw, shoot..You've got it! (It only took me 5 times of playing to get it down well enough that I actually shot decent pictures of the little creatures. The game starts with Professor Oak teaching you how to snap shots of these quick Pokmon. You then take enough shots in that part of the island to earn your way into another part of the island to shoot more. The final Pokmon is toughest...good luck in catching a Mew! Once you have completed the game, you can save several of your shots to be printed onto stickers at BlockBuster Video. This a very cute game. My youngest who's 7 loved it as much as I did. But my 11 year old was bored with it once the game had been figured out and completed. This is for game system Nintendo 64. Have fun! It's best the first time around! :)""";;;;;;;;;;;;;;
"156005,""Pokemon Snap has got to be one of the best video games that my children enjoy right now. Although, it is only a one player game, they have learned that they must take turns and try to outdo each other in capturing pictures of Pokemon. They try to help each other when one spots a new Pokemon that they haven't photographed yet. There are six levels in this game and one hidden level. The levels are The beach, tunnel, volcano, cave, river, valley, and then the hidden level &quot";Rainbow Cloud&quot; The main character is the image of Ash, although your name is entered. Ash tries to capture all the different Pokemon on film during his journey. At the end of his journey he shows his pictures to Professor Oak and then decides whether the picture is good enough to save for his Pokemon report. During his journey he throws apples to lure the Pokemon so that you may get a closer shot of the Pokemon. He also throws &quot;pester balls&quot; to make the Pokemon come out from hiding and it also makes them faint. Depending on where you throw the apples &amp;" pester balls, the Pokemon will evolve into other Pokemon. He also uses a whistle to play two different dances because some of the Pokemon are sleeping and you use this to wake them up. Scoring is based on the quality of your pictures that you took of the Pokemon. The closer the shot, the better your score. You can replace the pictures in your Pokemon report to get a higher score. My children get so excited when they find new Pokemon, they have learned to help each other and I rarely hear any fighting amongst each other during play. I also feel that this game is suitable for children 5 years and older. My 3 year old, although very experienced in N64 games, is still too young to understand the concept of the game.""";;;;;;;;;
"170023,""Leave it to Nintendo to come up with the most creative game franchises, than milk them for all their worth. That's exactly what they had in mind with Pokemon Snap. As one of the famous hit cartoon characters in the series, you take on the job of photographing and researching Pokemon for Professor Oak in a safari-type zone for wild Pokemon. Once there in your hi-tech Zero One vehicle (which lets you go in the air, ground or water), you are to photograph the Pokemon in their day to day moods. You will encounter many of the favorite Pokemon that made the franchise so hot, including yes, Pikachu. By using special items that are awarded to you, you can make the Pokemon do different things. For example, on the beach, you can throw apples at Pikachu and make it lead to a surfboard. Once he gets on it, you can get a nice pose to get more points. So, what is the point of the game? I myself found it hard that there was actually one. If you have a great picture for the professor, you get a high score. That's it. No killer vehicle upgrades, no chance to catch Pokemon. Nothing. I beat the game in about an hour, photographing all the Pokemon featured in the game. There is a cool part of the game where you can save your photos and take your game pak to a local blockbuster to print them out. For a fee of course. Each of the saved Pokemon come out on a sticker set for you. Then you can show the world how well of a photographer you are. Again, the game is short with not much to do afterwards. Just improve the photos for a greater score. I did take a nice photo of two Bulbasaurs &quot";getting busy&quot;" by a log next to the river. So, unless finding weird Pokemon poses are exciting for you or unless you are a giant Pokemon fan, keep this game at a rental.""";;;;;;;;;;;;
"171948,""Well, my sister was really sick, and I always know what that means. She'll manage to find the ONE game in Blockbuster that could not possibly interest me, and so she did: Pokemon Snap. In the game, you basically have three tools. Little smoke bombs, apples, and a camera. The idea is to use the apples and the smoke bombs to draw out Pokemon, and take pictures of them as you cruise by in a safari type way. The game then grades you on the quality of the pictures and allows you to move on if you have enough Pokemon. Here are the good parts of the game: it has no violence, its very simple to play and the animation is fairly nice. And it has a large selection of Pokemon. On the downside: its just boring. I understand this game wasn't meant for my demographic, but its more like watching a cartoon in which nothing really happens than playing a game. Your effect on the game and interaction is minimal. I think even a young child, obsessed with Pokemon, would get sick of the very little control he has over this game. And what kid wants to worry about how centered his photo is when he is watching a bunch of Pokemon. It looks like the programmers at Nintendo cranked this one out in a weekend. They just did the basic animation, designed the photo interface, and that was it. A boring, repetetive game. Basically just a cheap attempt to capitalize on the Pokemon craze and yet another crappy N64 game. Just because its for kids doesn't mean you can't put any ingenuity or work into it, guys.""";;;;;;;;;;;;;;
"174314,""Pokemon Snap is a cute and great way to get stickers ,but besides that it can get boring. At first taking pictures was awesome! After clearing all the levels though it can put you to sleep. After beating the game all you have to do is take the same pictures over and over again. It would have been better if the fit a story line into it. Though the sticker thing is fun, they are small, cost alot to get one sheet, and most of the Blockbusters near me have long gone taken their sticker making machine away. I play the game only months at a time so I don't get to bored. Last time I played it was in March. Getting back to the fact here Pokemon Snap would be an awesome game to rent ,but I wouldn't buy it unless I was a true blue Pokemon fan and didn't care about being bored alot. I better get off the topic before it puts me to sleep...""";;;;;;;;;;;;;;
"176725,""Pokemon is one of the stupidest pop-culture obsessions since licking dust back in the prehistoric era, and this game is quite the exploitative preacher of the franchise's completely un-verifiable popularity. The main problems consist of a very solid premise that had much to go on. The idea of photographing your little monsters while they waste away in their polygonal netherworld is one of much profound ecstasy, yet the execution is one of profound idiocy. Why would anyone want to make a game like this and give it only a percentage of what it rightfully deserves. To start there is only 60 out of the 150 Pokemon included in this game. This essentially means that from the start of any one thought about purchasing this game, you are forced to stage your relationship with it mere DAYS after you have purchased the product. With only seven levels to help you make a wise purchasing decision, Nintendo really left the door on its hinges. Another mean tattoo on the otherwise clean-shaven rear end of Snap is the lack of any game morals parallel to snapping pictures of those little critters that America's children have grown to love. I would have loved to have seen an actual 3D Pokemon game that included all that made the Game Boy game so awesome&lt"; mainly the RPG gameplay&gt;". But to be fair to Nintendo and to address the fact that I had a little joy with it, I will say that you at least have to play this game. As you can see I don't recommend a rental, but maybe you and your misfit, soiled, old, flattened beer chewing chums can compromise the wealthy investment that is a rental. Five or so bucks will never commit homicide against you, and the truth about it is that you may wind up caring for something that I despise. But let the brutally cold hand of the devil strike you with sever prejudice should you attempt to buy it.""";;;;;;;;;;;;
"180860,""My six year old is fully into the pokemon craze. Once we broke down and bought him a nintendo 64 he wasn't going to be satisfied until we bought him this game. I have been getting a little tired of searching for a game he could play that did involve killing everyone in sight and after buying pokemon snap, it looks like my search is over. &lt";p&gt;"The game is fairly easy to understand and I can see why it isn't much fun for adults and older children. It basically involves figuring out where the pokemon are hiding and getting the best possible picture of them for points. My son has played it for several hours a day and has enjoyed it immensly. This isn't a game for older kids but if you have a younger child just learning how to play video games, this is the game for you. Parents of older children who are bugging them for this game might consider renting it.""";;;;;;;;;;;;
"181037,""This was my son's number 2 thing on his Christmas list, the 1st being a nintendo 64. I gotta tell you when he told me what it was about it sounded boring...but THAN I PLAYED!! It is so awesome!! Yeah, basically all you do is take pictures of pokemon, the better the picture the better your score. You drive around in a little cart and take pictures of all the different pokemon. As you get more pictures you begin to get attention getters such as apples to throw and lead the pokemon towards you for a better shot, or there is pester balls you can throw and if a pokemon is hidden he will jump out. It really is a fun game. My son has the Pokemon trading card game players guide book, which has a chapter that tells you exactly how to play and gives you very valuable clues...this game is a must have for any pokemon lover! I have sat playing it for hours and I know nothing about pokemon...I just love the game!""";;;;;;;;;;;;;;
"197172,""Ok, I will admit it...this wasnt as bad as I thought it would be. I actually like the Pokemon Gameboy games, but I thought this wouldn't be worth the time.Even though it isnt a masterpiece by any stretch of the imagination, it isn't a terrible game. The game consists of you driving around in a vehicle taking pictures of rare Pokemon. The better the shot the more points. As quotas are met, new levels open up. While a cute little game, it is far too short....beaten in a day. All that is left after that is improving your persona bests scores, this gets old pretty fast. I feel it would have been better if more than one person could play ( only one game is saved at a time) and if there would have been more levels and ALL the Pokemon. I will say, for the avid gamer....rent it if bored. For parents though this would be a great buy.""";;;;;;;;;;;;;;
